p-0.04_10.8917_0 dE= 0.01140
p+0.04_10.8917_0 dE= 0.01133
p_uns_0.2_1000_110 dE= 63.66369
actual force   predicted force   difference
1.61704 0.33695 1.28009
-7.66895 -7.21521 -0.45374
-0.62523 0.34567 -0.97091
12.37007 11.64530 0.72477
12.18859 12.91911 -0.73052
4.90643 6.09685 -1.19042
6.07460 5.49270 0.58191
6.23573 5.98433 0.25140
3.63469 4.29354 -0.65885
2.33219 1.93085 0.40133
2.05101 2.20446 -0.15345
1.81260 3.02406 -1.21146
-1.32708 -1.20552 -0.12157
-1.96969 -2.11834 0.14865
1.21343 2.15546 -0.94203
0.78400 0.50298 0.28102
-0.55923 -0.00726 -0.55197
0.12301 0.83255 -0.70954
-1.23064 0.09750 -1.32815
2.13662 0.76428 1.37235
0.96618 0.10716 0.85901
-0.29356 -0.31320 0.01965
0.17142 -0.14273 0.31415
1.26079 -0.05198 1.31278
-0.56696 -0.42595 -0.14101
-0.63922 -0.60492 -0.03429
-0.97047 0.22469 -1.19516
-2.60695 -2.14645 -0.46050
-0.33255 -0.74813 0.41558
4.77322 3.55863 1.21459
-0.25983 0.54865 -0.80847
1.33245 0.54490 0.78755
1.45302 0.49310 0.95992
-0.06790 0.48877 -0.55667
1.76167 0.37476 1.38691
1.15311 0.19967 0.95344
-1.08110 -0.16535 -0.91575
-0.97554 -0.77892 -0.19662
1.01981 0.19049 0.82932
-2.47550 0.29073 -2.76624
1.42507 0.24234 1.18273
3.39831 -0.10468 3.50300
-0.93500 -0.19265 -0.74235
3.20576 2.75950 0.44626
5.49180 4.00903 1.48277
-0.35625 0.14709 -0.50334
0.23407 -0.50092 0.73499
0.21233 0.22222 -0.00988
-1.65844 -1.62846 -0.02997
-0.33398 -0.55666 0.22268
0.67412 -0.02421 0.69833
0.33792 -0.18577 0.52369
0.60675 0.73748 -0.13073
0.04081 -0.04579 0.08660
3.93934 3.24473 0.69461
-1.12045 -0.46197 -0.65848
6.37296 5.38282 0.99014
-0.62585 -0.08164 -0.54421
0.23912 -0.17845 0.41757
1.08460 0.32865 0.75595
-0.37205 0.07851 -0.45056
0.83657 0.76550 0.07107
0.75302 -0.10286 0.85587
-0.21269 -0.05359 -0.15910
-0.11772 0.17845 -0.29617
1.93230 0.67768 1.25463
-0.45161 -0.01401 -0.43760
0.40727 0.17130 0.23597
1.48413 0.11256 1.37156
1.39221 -0.25990 1.65212
-1.27220 -0.20662 -1.06558
2.15418 -0.61088 2.76507
-0.03120 -0.24507 0.21387
-1.20885 -1.19848 -0.01038
0.93504 -0.14172 1.07676
0.36458 1.53884 -1.17427
2.53448 2.36017 0.17431
1.98286 -1.68927 3.67212
0.86715 0.80759 0.05956
0.52107 0.64528 -0.12421
1.36365 0.13891 1.22475
-0.70625 -0.03389 -0.67235
-0.60268 -0.50158 -0.10110
